,SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
577,22016,203999,0021600273,"NOV 30, 2016",DEN vs. MIA,L,24,7,11,0.636,0,0,0.0,3,4,0.75,3,11,14,3,1,0,1,3,17,1,1
578,22016,203999,0021600246,"NOV 27, 2016",DEN @ PHX,W,31,3,8,0.375,1,2,0.5,6,6,1.0,3,8,11,3,0,1,1,2,13,11,1
579,22016,203999,0021600235,"NOV 25, 2016",DEN vs. OKC,L,29,3,7,0.429,1,2,0.5,0,0,0.0,3,3,6,5,0,2,3,5,7,-6,1
580,22016,203999,0021600221,"NOV 23, 2016",DEN @ UTA,L,23,4,6,0.667,0,0,0.0,1,2,0.5,1,4,5,6,0,0,0,4,9,-3,1
581,22016,203999,0021600210,"NOV 22, 2016",DEN vs. CHI,W,18,3,5,0.6,0,0,0.0,2,2,1.0,3,5,8,3,1,1,0,1,8,13,1
582,22016,203999,0021600197,"NOV 20, 2016",DEN vs. UTA,W,21,5,8,0.625,1,1,1.0,1,2,0.5,2,4,6,4,0,1,0,3,12,11,1
583,22016,203999,0021600181,"NOV 18, 2016",DEN vs. TOR,L,27,4,8,0.5,0,2,0.0,0,0,0.0,2,10,12,4,0,2,3,3,8,3,1
584,22016,203999,0021600166,"NOV 16, 2016",DEN vs. PHX,W,19,3,4,0.75,0,0,0.0,4,5,0.8,0,2,2,2,0,0,1,3,10,-1,1
585,22016,203999,0021600144,"NOV 13, 2016",DEN @ POR,L,26,0,3,0.0,0,0,0.0,0,0,0.0,0,5,5,3,1,1,2,5,0,11,1
586,22016,203999,0021600138,"NOV 12, 2016",DEN vs. DET,L,20,2,7,0.286,0,0,0.0,2,2,1.0,2,1,3,1,1,0,1,1,6,-6,1
587,22016,203999,0021600119,"NOV 10, 2016",DEN vs. GSW,L,18,1,5,0.2,0,3,0.0,2,2,1.0,1,2,3,2,1,0,0,3,4,-21,1
588,22016,203999,0021600102,"NOV 08, 2016",DEN @ MEM,L,28,4,10,0.4,1,3,0.333,3,4,0.75,1,4,5,2,2,0,0,4,12,5,1
589,22016,203999,0021600091,"NOV 06, 2016",DEN @ BOS,W,22,4,5,0.8,0,1,0.0,1,1,1.0,0,5,5,2,1,1,1,2,9,6,1
590,22016,203999,0021600082,"NOV 05, 2016",DEN @ DET,L,23,3,9,0.333,0,0,0.0,0,0,0.0,2,4,6,0,1,1,1,3,6,-14,1
591,22016,203999,0021600067,"NOV 03, 2016",DEN @ MIN,W,14,3,3,1.0,0,0,0.0,2,4,0.5,1,2,3,5,0,0,1,3,8,7,1
592,22016,203999,0021600042,"OCT 31, 2016",DEN @ TOR,L,22,6,9,0.667,0,1,0.0,0,0,0.0,2,2,4,1,0,0,4,4,12,-9,1
593,22016,203999,0021600033,"OCT 29, 2016",DEN vs. POR,L,34,10,20,0.5,1,5,0.2,2,3,0.667,6,11,17,2,4,1,1,5,23,-1,1
594,22016,203999,0021600010,"OCT 26, 2016",DEN @ NOP,W,21,2,5,0.4,1,2,0.5,0,0,0.0,1,6,7,2,0,0,4,4,5,5,1
595,22015,203999,0021501230,"APR 13, 2016",DEN @ POR,L,35,7,10,0.7,1,2,0.5,3,3,1.0,6,7,13,5,0,0,2,3,18,4,1
596,22015,203999,0021501198,"APR 10, 2016",DEN vs. UTA,L,36,7,9,0.778,0,2,0.0,5,6,0.833,3,8,11,4,2,1,1,4,19,-16,1
597,22015,203999,0021501186,"APR 08, 2016",DEN vs. SAS,W,32,3,9,0.333,0,2,0.0,2,2,1.0,3,12,15,4,1,1,0,2,8,24,1
598,22015,203999,0021501160,"APR 05, 2016",DEN vs. OKC,L,19,3,5,0.6,1,3,0.333,0,0,0.0,0,2,2,2,0,2,0,2,7,-9,1
599,22015,203999,0021501141,"APR 02, 2016",DEN vs. SAC,L,32,2,6,0.333,0,1,0.0,2,2,1.0,4,9,13,5,1,2,0,2,6,-1,1
600,22015,203999,0021501125,"MAR 31, 2016",DEN @ NOP,L,23,4,7,0.571,1,3,0.333,0,0,0.0,2,6,8,3,1,1,1,1,9,-8,1
601,22015,203999,0021501114,"MAR 30, 2016",DEN @ MEM,W,29,4,6,0.667,1,1,1.0,0,0,0.0,5,9,14,1,0,1,1,5,9,3,1
602,22015,203999,0021501103,"MAR 28, 2016",DEN vs. DAL,L,24,1,7,0.143,0,2,0.0,0,0,0.0,0,8,8,2,2,0,3,2,2,10,1
603,22015,203999,0021501092,"MAR 27, 2016",DEN @ LAC,L,21,2,7,0.286,0,1,0.0,1,2,0.5,3,6,9,2,1,0,0,1,5,-18,1
604,22015,203999,0021501081,"MAR 25, 2016",DEN @ LAL,W,22,4,9,0.444,0,2,0.0,0,0,0.0,2,10,12,4,0,0,1,3,8,-2,1
605,22015,203999,0021501064,"MAR 23, 2016",DEN vs. PHI,W,27,5,6,0.833,0,0,0.0,8,12,0.667,1,7,8,5,1,0,1,1,18,9,1
606,22015,203999,0021501044,"MAR 21, 2016",DEN @ CLE,L,23,4,12,0.333,0,1,0.0,3,3,1.0,1,3,4,3,3,0,2,2,11,-24,1
607,22015,203999,0021501028,"MAR 19, 2016",DEN @ CHA,W,25,5,16,0.313,1,2,0.5,0,0,0.0,6,8,14,4,0,1,1,6,11,6,1
608,22015,203999,0021501015,"MAR 17, 2016",DEN @ ATL,L,22,4,7,0.571,0,1,0.0,0,0,0.0,1,4,5,2,1,1,1,2,8,-25,1
609,22015,203999,0021500998,"MAR 15, 2016",DEN @ ORL,L,25,5,8,0.625,1,1,1.0,3,3,1.0,3,3,6,4,1,1,2,3,14,-5,1
610,22015,203999,0021500990,"MAR 14, 2016",DEN @ MIA,L,28,5,10,0.5,1,2,0.5,1,2,0.5,3,5,8,4,2,1,1,2,12,4,1
611,22015,203999,0021500980,"MAR 12, 2016",DEN vs. WAS,W,17,0,0,0.0,0,0,0.0,0,0,0.0,0,5,5,3,0,0,2,4,0,-4,1
612,22015,203999,0021500961,"MAR 10, 2016",DEN vs. PHX,W,27,6,8,0.75,1,2,0.5,5,5,1.0,2,8,10,4,2,3,0,4,18,20,1
613,22015,203999,0021500946,"MAR 08, 2016",DEN vs. NYK,W,34,9,20,0.45,0,1,0.0,2,4,0.5,3,6,9,3,1,1,1,0,20,10,1
614,22015,203999,0021500933,"MAR 06, 2016",DEN vs. DAL,W,21,4,11,0.364,0,2,0.0,5,5,1.0,2,10,12,3,2,1,3,4,13,9,1
615,22015,203999,0021500920,"MAR 04, 2016",DEN vs. BKN,L,34,6,14,0.429,0,2,0.0,3,3,1.0,2,10,12,4,1,1,2,5,15,-1,1
616,22015,203999,0021500906,"MAR 02, 2016",DEN vs. LAL,W,28,3,8,0.375,1,2,0.5,7,8,0.875,1,5,6,3,0,2,1,5,14,17,1
617,22015,203999,0021500888,"FEB 29, 2016",DEN vs. MEM,L,19,3,4,0.75,0,0,0.0,4,4,1.0,0,6,6,3,1,1,3,2,10,-2,1
618,22015,203999,0021500866,"FEB 26, 2016",DEN @ DAL,L,11,2,4,0.5,0,0,0.0,1,2,0.5,3,1,4,2,0,0,1,3,5,4,1
619,22015,203999,0021500853,"FEB 24, 2016",DEN @ LAC,W,26,3,9,0.333,1,4,0.25,0,0,0.0,4,7,11,3,1,1,3,2,7,8,1
620,22015,203999,0021500842,"FEB 23, 2016",DEN vs. SAC,L,20,4,8,0.5,1,2,0.5,4,4,1.0,4,9,13,6,2,0,2,5,13,-5,1
621,22015,203999,0021500825,"FEB 21, 2016",DEN vs. BOS,L,30,10,15,0.667,1,2,0.5,2,2,1.0,3,10,13,4,2,0,4,4,23,-11,1
622,22015,203999,0021500816,"FEB 19, 2016",DEN @ SAC,L,4,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,4,0,-3,1
623,22015,203999,0021500794,"FEB 10, 2016",DEN @ DET,W,25,2,7,0.286,0,1,0.0,1,1,1.0,0,6,6,2,1,0,1,0,5,5,1
624,22015,203999,0021500778,"FEB 08, 2016",DEN @ BKN,L,14,1,5,0.2,0,1,0.0,0,0,0.0,1,2,3,0,1,0,1,2,2,-10,1
625,22015,203999,0021500770,"FEB 07, 2016",DEN @ NYK,W,19,4,9,0.444,1,1,1.0,4,4,1.0,3,3,6,0,1,0,1,3,13,-4,1
626,22015,203999,0021500757,"FEB 05, 2016",DEN vs. CHI,W,26,6,14,0.429,2,2,1.0,2,2,1.0,4,8,12,3,0,2,1,6,16,5,1
627,22015,203999,0021500743,"FEB 03, 2016",DEN @ UTA,L,29,3,9,0.333,1,2,0.5,1,2,0.5,3,3,6,4,2,0,0,5,8,-3,1
628,22015,203999,0021500727,"FEB 01, 2016",DEN vs. TOR,W,30,12,18,0.667,1,3,0.333,2,4,0.5,3,11,14,4,0,1,2,3,27,12,1
629,22015,203999,0021500709,"JAN 30, 2016",DEN @ IND,L,35,7,15,0.467,1,2,0.5,1,1,1.0,3,8,11,2,5,0,3,4,16,11,1
630,22015,203999,0021500693,"JAN 28, 2016",DEN @ WAS,W,25,7,12,0.583,0,1,0.0,1,3,0.333,5,5,10,3,1,1,0,5,15,6,1
631,22015,203999,0021500685,"JAN 27, 2016",DEN @ BOS,L,19,1,6,0.167,0,0,0.0,1,2,0.5,3,4,7,4,1,1,3,2,3,-7,1
632,22015,203999,0021500672,"JAN 25, 2016",DEN vs. ATL,L,18,5,7,0.714,0,1,0.0,5,6,0.833,3,7,10,3,2,1,0,2,15,12,1
633,22015,203999,0021500661,"JAN 23, 2016",DEN vs. DET,W,32,7,11,0.636,1,1,1.0,2,2,1.0,1,4,5,3,2,3,0,3,17,6,1
634,22015,203999,0021500642,"JAN 21, 2016",DEN vs. MEM,L,14,2,3,0.667,0,0,0.0,5,5,1.0,1,1,2,2,2,0,0,3,9,-1,1
635,22015,203999,0021500627,"JAN 19, 2016",DEN vs. OKC,L,19,2,4,0.5,0,1,0.0,2,2,1.0,1,2,3,1,1,0,1,2,6,3,1
636,22015,203999,0021500613,"JAN 17, 2016",DEN vs. IND,W,24,6,11,0.545,1,3,0.333,5,6,0.833,2,0,2,3,4,0,1,2,18,4,1
637,22015,203999,0021500600,"JAN 15, 2016",DEN vs. MIA,L,18,4,7,0.571,0,0,0.0,1,1,1.0,2,4,6,5,0,1,1,2,9,3,1
638,22015,203999,0021500583,"JAN 13, 2016",DEN vs. GSW,W,16,3,6,0.5,0,1,0.0,0,0,0.0,3,4,7,2,3,0,1,4,6,13,1
639,22015,203999,0021500563,"JAN 10, 2016",DEN vs. CHA,W,23,2,4,0.5,0,1,0.0,0,0,0.0,0,7,7,9,0,1,1,1,4,4,1
640,22015,203999,0021500542,"JAN 08, 2016",DEN @ MEM,L,19,4,4,1.0,1,1,1.0,0,0,0.0,3,2,5,1,0,0,1,2,9,4,1
641,22015,203999,0021500530,"JAN 06, 2016",DEN @ MIN,W,26,2,5,0.4,0,1,0.0,0,0,0.0,2,3,5,3,0,0,2,1,4,-7,1
642,22015,203999,0021500509,"JAN 03, 2016",DEN vs. POR,L,22,3,7,0.429,0,1,0.0,3,4,0.75,4,6,10,2,2,1,2,5,9,0,1
643,22015,203999,0021500504,"JAN 02, 2016",DEN @ GSW,L,5,0,0,0.0,0,0,0.0,0,0,0.0,0,1,1,1,0,0,2,2,0,-18,1
644,22015,203999,0021500482,"DEC 30, 2015",DEN @ POR,L,18,3,6,0.5,0,0,0.0,4,4,1.0,3,3,6,1,0,2,2,0,10,0,1
645,22015,203999,0021500473,"DEC 29, 2015",DEN vs. CLE,L,22,4,11,0.364,0,0,0.0,2,3,0.667,2,5,7,1,1,1,2,6,10,4,1
646,22015,203999,0021500456,"DEC 27, 2015",DEN @ OKC,L,17,3,7,0.429,1,1,1.0,0,0,0.0,1,2,3,2,1,0,2,4,7,4,1
647,22015,203999,0021500450,"DEC 26, 2015",DEN @ SAS,L,26,10,19,0.526,1,2,0.5,1,2,0.5,5,2,7,5,1,1,3,4,22,7,1
648,22015,203999,0021500433,"DEC 23, 2015",DEN @ PHX,W,22,5,7,0.714,1,2,0.5,2,2,1.0,5,4,9,2,1,0,2,3,13,18,1
649,22015,203999,0021500422,"DEC 22, 2015",DEN vs. LAL,L,30,5,7,0.714,0,0,0.0,5,6,0.833,6,4,10,5,0,0,3,1,15,3,1
650,22015,203999,0021500409,"DEC 20, 2015",DEN vs. NOP,L,23,6,8,0.75,0,1,0.0,1,2,0.5,1,2,3,2,0,1,0,2,13,11,1
651,22015,203999,0021500395,"DEC 18, 2015",DEN @ UTA,L,21,1,5,0.2,0,2,0.0,5,6,0.833,3,7,10,0,1,0,2,3,7,-5,1
652,22015,203999,0021500368,"DEC 15, 2015",DEN @ MIN,W,21,3,4,0.75,0,0,0.0,0,0,0.0,2,1,3,2,2,2,2,3,6,12,1
653,22015,203999,0021500365,"DEC 14, 2015",DEN vs. HOU,W,22,3,3,1.0,0,0,0.0,3,3,1.0,0,7,7,1,1,0,1,1,9,24,1
654,22015,203999,0021500340,"DEC 11, 2015",DEN vs. MIN,W,25,5,10,0.5,1,2,0.5,8,8,1.0,3,3,6,4,1,0,2,5,19,9,1
655,22015,203999,0021500317,"DEC 08, 2015",DEN vs. ORL,L,17,2,6,0.333,0,0,0.0,0,0,0.0,1,3,4,1,0,0,0,1,4,2,1
656,22015,203999,0021500278,"DEC 03, 2015",DEN @ TOR,W,14,4,7,0.571,0,0,0.0,0,0,0.0,1,5,6,0,0,0,0,0,8,3,1
657,22015,203999,0021500273,"DEC 02, 2015",DEN @ CHI,L,10,3,6,0.5,1,1,1.0,0,0,0.0,0,3,3,0,0,1,0,1,7,-1,1
658,22015,203999,0021500258,"NOV 30, 2015",DEN @ MIL,L,25,4,7,0.571,0,1,0.0,0,2,0.0,1,5,6,2,0,2,1,1,8,-14,1
659,22015,203999,0021500241,"NOV 28, 2015",DEN @ DAL,L,19,2,3,0.667,1,1,1.0,3,4,0.75,2,4,6,0,1,0,3,3,8,-7,1
660,22015,203999,0021500235,"NOV 27, 2015",DEN vs. SAS,L,12,3,4,0.75,0,0,0.0,0,0,0.0,1,1,2,0,0,0,3,4,6,5,1
661,22015,203999,0021500212,"NOV 24, 2015",DEN vs. LAC,L,24,7,13,0.538,0,1,0.0,2,3,0.667,1,5,6,2,0,0,1,5,16,-4,1
662,22015,203999,0021500200,"NOV 22, 2015",DEN vs. GSW,L,27,3,7,0.429,0,0,0.0,5,7,0.714,4,7,11,2,2,1,1,0,11,-12,1
663,22015,203999,0021500185,"NOV 20, 2015",DEN vs. PHX,L,18,2,6,0.333,0,1,0.0,2,2,1.0,2,2,4,1,1,0,0,3,6,-9,1
664,22015,203999,0021500172,"NOV 18, 2015",DEN @ SAS,L,32,8,13,0.615,1,1,1.0,6,6,1.0,6,6,12,0,2,3,0,2,23,-2,1
665,22015,203999,0021500163,"NOV 17, 2015",DEN @ NOP,W,1,0,0,0.0,0,0,0.0,0,0,0.0,1,0,1,0,0,0,0,0,0,0,1
666,22015,203999,0021500143,"NOV 14, 2015",DEN @ PHX,L,18,2,3,0.667,0,0,0.0,0,0,0.0,2,4,6,0,3,0,0,3,4,2,1
667,22015,203999,0021500136,"NOV 13, 2015",DEN vs. HOU,W,6,1,3,0.333,0,1,0.0,1,2,0.5,2,3,5,0,0,0,1,2,3,5,1
668,22015,203999,0021500121,"NOV 11, 2015",DEN vs. MIL,W,14,4,7,0.571,0,0,0.0,0,1,0.0,3,2,5,4,2,0,2,0,8,9,1
669,22015,203999,0021500102,"NOV 09, 2015",DEN vs. POR,W,16,3,3,1.0,0,0,0.0,4,4,1.0,0,2,2,1,2,0,1,2,10,-1,1
670,22015,203999,0021500083,"NOV 06, 2015",DEN @ GSW,L,17,2,4,0.5,0,0,0.0,0,2,0.0,2,2,4,1,1,1,1,1,4,-5,1
671,22015,203999,0021500073,"NOV 05, 2015",DEN vs. UTA,L,18,1,4,0.25,0,0,0.0,3,4,0.75,1,2,3,0,0,1,1,1,5,-6,1
672,22015,203999,0021500044,"NOV 01, 2015",DEN @ OKC,L,24,4,9,0.444,0,0,0.0,0,0,0.0,3,1,4,0,0,0,1,2,8,-2,1
673,22015,203999,0021500029,"OCT 30, 2015",DEN vs. MIN,L,18,5,8,0.625,0,0,0.0,0,0,0.0,3,6,9,1,0,0,2,3,10,10,1
674,22015,203999,0021500010,"OCT 28, 2015",DEN @ HOU,W,4,1,1,1.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,1,0,2,1,1
